Date;Filière;Valeur (GW);Nature
2020/01/01;"Consommation brute";62,554623354167;Données Consolidées
2020/01/02;"Consommation brute";72,573317895833;Données Consolidées
2020/01/03;"Consommation brute";72,959833166667;Données Consolidées
2020/01/04;"Consommation brute";73,172156979167;Données Consolidées
2020/01/05;"Consommation brute";73,1372945;Données Consolidées
2020/01/06;"Consommation brute";72,911719916667;Données Consolidées
2020/01/07;"Consommation brute";67,8727070625;Données Consolidées
2020/01/08;"Consommation brute";65,8455901875;Données Consolidées
2020/01/09;"Consommation brute";72,585005395833;Données Consolidées
2020/01/10;"Consommation brute";72,916131083333;Données Consolidées
2020/01/11;"Consommation brute";73,072417395833;Données Consolidées
2020/01/12;"Consommation brute";72,992967416667;Données Consolidées
2020/01/13;"Consommation brute";72,714480333333;Données Consolidées
2020/01/14;"Consommation brute";67,631846645833;Données Consolidées
2020/01/15;"Consommation brute";65,565929770833;Données Consolidées
2020/01/16;"Consommation brute";72,391396041667;Données Consolidées
2020/01/17;"Consommation brute";74,417950541667;Données Consolidées
2020/01/18;"Consommation brute";74,656200833333;Données Consolidées
2020/01/19;"Consommation brute";73,842783979167;Données Consolidées
2020/01/20;"Consommation brute";72,794198083333;Données Consolidées
2020/01/21;"Consommation brute";67,90422725;Données Consolidées
2020/01/22;"Consommation brute";65,911957291667;Données Consolidées
2020/01/23;"Consommation brute";74,068941770833;Données Consolidées
2020/01/24;"Consommation brute";74,595700041667;Données Consolidées
2020/01/25;"Consommation brute";74,4580734375;Données Consolidées
2020/01/26;"Consommation brute";73,6326948125;Données Consolidées
2020/01/27;"Consommation brute";72,069699708333;Données Consolidées
2020/01/28;"Consommation brute";65,977884875;Données Consolidées
2020/01/29;"Consommation brute";63,1130488125;Données Consolidées
2020/01/30;"Consommation brute";71,006466416667;Données Consolidées
2020/01/31;"Consommation brute";72,8576801875;Données Consolidées
2020/02/01;"Consommation brute";72,381172333333;Données Consolidées
2020/02/02;"Consommation brute";72,304202979167;Données Consolidées
2020/02/03;"Consommation brute";70,625492541667;Données Consolidées
2020/02/04;"Consommation brute";65,6627883125;Données Consolidées
2020/02/05;"Consommation brute";63,9765630625;Données Consolidées
2020/02/06;"Consommation brute";71,301665666667;Données Consolidées
2020/02/07;"Consommation brute";72,4947081875;Données Consolidées
2020/02/08;"Consommation brute";71,960046541667;Données Consolidées
2020/02/09;"Consommation brute";71,663208604167;Données Consolidées
2020/02/10;"Consommation brute";70,40555325;Données Consolidées
2020/02/11;"Consommation brute";64,007968333333;Données Consolidées
2020/02/12;"Consommation brute";62,6121954375;Données Consolidées
2020/02/13;"Consommation brute";70,524011645833;Données Consolidées
2020/02/14;"Consommation brute";71,871016333333;Données Consolidées
2020/02/15;"Consommation brute";70,777717625;Données Consolidées
2020/02/16;"Consommation brute";71,200285791667;Données Consolidées
2020/02/17;"Consommation brute";69,434136958333;Données Consolidées
2020/02/18;"Consommation brute";63,5846635;Données Consolidées
2020/02/19;"Consommation brute";61,861220020833;Données Consolidées
2020/02/20;"Consommation brute";68,5378794375;Données Consolidées
2020/02/21;"Consommation brute";69,14834375;Données Consolidées
2020/02/22;"Consommation brute";68,80434375;Données Consolidées
2020/02/23;"Consommation brute";68,4254505625;Données Consolidées
2020/02/24;"Consommation brute";67,594619229167;Données Consolidées
2020/02/25;"Consommation brute";62,284680791667;Données Consolidées
2020/02/26;"Consommation brute";59,983910270833;Données Consolidées
2020/02/27;"Consommation brute";66,678950645833;Données Consolidées
2020/02/28;"Consommation brute";67,044051666667;Données Consolidées
2020/02/29;"Consommation brute";;Données provisoires
2020/03/01;"Consommation brute";68,381496020833;Données Consolidées
2020/03/02;"Consommation brute";68,7955195625;Données Consolidées
2020/03/03;"Consommation brute";67,447652145833;Données Consolidées
2020/03/04;"Consommation brute";61,359186416667;Données Consolidées
2020/03/05;"Consommation brute";59,392509145833;Données Consolidées
2020/03/06;"Consommation brute";66,342007833333;Données Consolidées
2020/03/07;"Consommation brute";67,238438979167;Données Consolidées
2020/03/08;"Consommation brute";66,6110045;Données Consolidées
2020/03/09;"Consommation brute";66,596498979167;Données Consolidées
2020/03/10;"Consommation brute";66,293174375;Données Consolidées
2020/03/11;"Consommation brute";60,31885125;Données Consolidées
2020/03/12;"Consommation brute";57,599495104167;Données Consolidées
2020/03/13;"Consommation brute";64,124471041667;Données Consolidées
2020/03/14;"Consommation brute";65,639342583333;Données Consolidées
2020/03/15;"Consommation brute";65,010311354167;Données Consolidées
2020/03/16;"Consommation brute";64,228723854167;Données Consolidées
2020/03/17;"Consommation brute";62,879626416667;Données Consolidées
2020/03/18;"Consommation brute";57,004779708333;Données Consolidées
2020/03/19;"Consommation brute";54,275506958333;Données Consolidées
2020/03/20;"Consommation brute";59,320717708333;Données Consolidées
2020/03/21;"Consommation brute";58,112154666667;Données Consolidées
2020/03/22;"Consommation brute";55,941885375;Données Consolidées
2020/03/23;"Consommation brute";54,607284979167;Données Consolidées
2020/03/24;"Consommation brute";53,467732020833;Données Consolidées
2020/03/25;"Consommation brute";49,92620525;Données Consolidées
2020/03/26;"Consommation brute";48,329034057065;Données Consolidées
2020/03/27;"Consommation brute";51,273717583333;Données Consolidées
2020/03/28;"Consommation brute";51,1722828125;Données Consolidées
2020/03/29;"Consommation brute";50,309849041667;Données Consolidées
2020/03/30;"Consommation brute";49,586779393116;Données Consolidées
2020/03/31;"Consommation brute";48,976738604167;Données Consolidées
2020/04/01;"Consommation brute";46,6807944375;Données Consolidées
2020/04/02;"Consommation brute";45,395486847826;Données Consolidées
2020/04/03;"Consommation brute";49,260356;Données Consolidées
2020/04/04;"Consommation brute";48,534025125;Données Consolidées
2020/04/05;"Consommation brute";48,130406791667;Données Consolidées
2020/04/06;"Consommation brute";47,198960125;Données Consolidées
2020/04/07;"Consommation brute";46,653094041667;Données Consolidées
2020/04/08;"Consommation brute";44,8372063125;Données Consolidées
2020/04/09;"Consommation brute";44,030040875;Données Consolidées
2020/04/10;"Consommation brute";42,4882305;Données Consolidées
2020/04/11;"Consommation brute";47,968416375;Données Consolidées
2020/04/12;"Consommation brute";48,07555025;Données Consolidées
2020/04/13;"Consommation brute";47,578105229167;Données Consolidées
2020/04/14;"Consommation brute";46,671584125;Données Consolidées
2020/04/15;"Consommation brute";43,925898166667;Données Consolidées
2020/04/16;"Consommation brute";42,363498;Données Consolidées
2020/04/17;"Consommation brute";;Données Consolidées
2020/04/18;"Consommation brute";45,262708270833;Données Consolidées
2020/04/19;"Consommation brute";45,78877775;Données Consolidées
2020/04/20;"Consommation brute";46,238141833333;Données Consolidées
2020/04/21;"Consommation brute";45,585726166667;Données Consolidées
2020/04/22;"Consommation brute";42,357014583333;Données Consolidées
2020/04/23;"Consommation brute";40,72929925;Données Consolidées
2020/04/24;"Consommation brute";44,685182416667;Données Consolidées
2020/04/25;"Consommation brute";45,29956075;Données Consolidées
2020/04/26;"Consommation brute";45,554471375;Données Consolidées
2020/04/27;"Consommation brute";45,2029228125;Données Consolidées
2020/04/28;"Consommation brute";44,27738475;Données Consolidées
2020/04/29;"Consommation brute";40,684304041667;Données Consolidées
2020/04/30;"Consommation brute";39,244722270833;Données Consolidées
2020/05/01;"Consommation brute";37,9279075625;Données Consolidées
2020/05/02;"Consommation brute";44,035907458333;Données Consolidées
2020/05/03;"Consommation brute";43,879839604167;Données Consolidées
2020/05/04;"Consommation brute";43,1741278125;Données Consolidées
2020/05/05;"Consommation brute";;Données Consolidées
2020/05/06;"Consommation brute";38,639580604167;Données Consolidées
2020/05/07;"Consommation brute";38,245468375;Données Consolidées
2020/05/08;"Consommation brute";38,377324104167;Données Consolidées
2020/05/09;"Consommation brute";43,2748746875;Données Consolidées
2020/05/10;"Consommation brute";42,847399270833;Données Consolidées
2020/05/11;"Consommation brute";42,424986395833;Données Consolidées
2020/05/12;"Consommation brute";;Données Consolidées
2020/05/13;"Consommation brute";37,525405166667;Données Consolidées
2020/05/14;"Consommation brute";36,6862799375;Données Consolidées
2020/05/15;"Consommation brute";42,0736874375;Données Consolidées
2020/05/16;"Consommation brute";42,139983125;Données Consolidées
2020/05/17;"Consommation brute";42,457853979167;Données Consolidées
2020/05/18;"Consommation brute";37,326547770833;Données Consolidées
2020/05/19;"Consommation brute";42,495127833333;Données Consolidées
2020/05/20;"Consommation brute";38,455481604167;Données Consolidées
2020/05/21;"Consommation brute";36,6551164375;Données Consolidées
2020/05/22;"Consommation brute";41,926193;Données Consolidées
2020/05/23;"Consommation brute";42,604227083333;Données Consolidées
2020/05/24;"Consommation brute";42,257676479167;Données Consolidées
2020/05/25;"Consommation brute";;Données Consolidées
2020/05/26;"Consommation brute";38,748384291667;Données Consolidées
2020/05/27;"Consommation brute";37,204853479167;Données Consolidées
2020/05/28;"Consommation brute";35,528601854167;Données Consolidées
2020/05/29;"Consommation brute";37,214891145833;Données Consolidées
2020/05/30;"Consommation brute";42,569155541667;Données Consolidées
2020/05/31;"Consommation brute";42,371694354167;Données Consolidées
2020/06/01;"Consommation brute";42,423243020833;Données Consolidées
2020/06/02;"Consommation brute";41,7521991875;Données Consolidées
2020/06/03;"Consommation brute";37,575618583333;Données Consolidées
2020/06/04;"Consommation brute";35,146396395833;Données Consolidées
2020/06/05;"Consommation brute";;Données Consolidées
2020/06/06;"Consommation brute";42,521021125;Données Consolidées
2020/06/07;"Consommation brute";43,280592145833;Données Consolidées
2020/06/08;"Consommation brute";43,882964604167;Données Consolidées
2020/06/09;"Consommation brute";43,577395145833;Données Consolidées
2020/06/10;"Consommation brute";39,002151;Données Consolidées
2020/06/11;"Consommation brute";36,909718145833;Données Consolidées
2020/06/12;"Consommation brute";42,925946729167;Données Consolidées
2020/06/13;"Consommation brute";44,295166395833;Données Consolidées
2020/06/14;"Consommation brute";44,593020520833;Données Consolidées
2020/06/15;"Consommation brute";44,845713854167;Données Consolidées
2020/06/16;"Consommation brute";44,4748270625;Données Consolidées
2020/06/17;"Consommation brute";39,732001875;Données Consolidées
2020/06/18;"Consommation brute";37,695758020833;Données Consolidées
2020/06/19;"Consommation brute";43,784052541667;Données Consolidées
2020/06/20;"Consommation brute";44,983253020833;Données Consolidées
2020/06/21;"Consommation brute";45,082321583333;Données Consolidées
2020/06/22;"Consommation brute";45,124624604167;Données Consolidées
2020/06/23;"Consommation brute";44,506214270833;Données Consolidées
2020/06/24;"Consommation brute";39,980132604167;Données Consolidées
2020/06/25;"Consommation brute";37,646759145833;Données Consolidées
2020/06/26;"Consommation brute";44,0427524375;Données Consolidées
2020/06/27;"Consommation brute";45,012153916667;Données Consolidées
2020/06/28;"Consommation brute";44,9108783125;Données Consolidées
2020/06/29;"Consommation brute";44,967719625;Données Consolidées
2020/06/30;"Consommation brute";44,154269833333;Données Consolidées
2020/07/01;"Consommation brute";39,466228604167;Données Consolidées
2020/07/02;"Consommation brute";37,937604291667;Données Consolidées
2020/07/03;"Consommation brute";44,5208155;Données Consolidées
2020/07/04;"Consommation brute";45,813906708333;Données Consolidées
2020/07/05;"Consommation brute";46,151933666667;Données Consolidées
2020/07/06;"Consommation brute";46,127941854167;Données Consolidées
2020/07/07;"Consommation brute";45,628209145833;Données Consolidées
2020/07/08;"Consommation brute";41,085982083333;Données Consolidées
2020/07/09;"Consommation brute";38,895787666667;Données Consolidées
2020/07/10;"Consommation brute";45,171201770833;Données Consolidées
2020/07/11;"Consommation brute";46,763474125;Données Consolidées
2020/07/12;"Consommation brute";47,081011791667;Données Consolidées
2020/07/13;"Consommation brute";47,172141854167;Données Consolidées
2020/07/14;"Consommation brute";40,490352770833;Données Consolidées
2020/07/15;"Consommation brute";41,319067479167;Données Consolidées
2020/07/16;"Consommation brute";38,9369115625;Données Consolidées
2020/07/17;"Consommation brute";42,856267416667;Données Consolidées
2020/07/18;"Consommation brute";;Données Consolidées
2020/07/19;"Consommation brute";45,857899541667;Données Consolidées
2020/07/20;"Consommation brute";46,963939083333;Données Consolidées
2020/07/21;"Consommation brute";46,706593458333;Données Consolidées
2020/07/22;"Consommation brute";41,606509;Données Consolidées
2020/07/23;"Consommation brute";38,916381583333;Données Consolidées
2020/07/24;"Consommation brute";45,262038625;Données Consolidées
2020/07/25;"Consommation brute";46,550951270833;Données Consolidées
2020/07/26;"Consommation brute";46,585460958333;Données Consolidées
2020/07/27;"Consommation brute";46,760640979167;Données Consolidées
2020/07/28;"Consommation brute";45,843142375;Données Consolidées
2020/07/29;"Consommation brute";41,058555375;Données Consolidées
2020/07/30;"Consommation brute";38,712920395833;Données Consolidées
2020/07/31;"Consommation brute";45,010916708333;Données Consolidées
2020/08/01;"Consommation brute";45,608849916667;Données Consolidées
2020/08/02;"Consommation brute";46,1562836875;Données Consolidées
2020/08/03;"Consommation brute";46,256485333333;Données Consolidées
2020/08/04;"Consommation brute";44,846546916667;Données Consolidées
2020/08/05;"Consommation brute";39,805956583333;Données Consolidées
2020/08/06;"Consommation brute";37,299294291667;Données Consolidées
2020/08/07;"Consommation brute";41,7347990625;Données Consolidées
2020/08/08;"Consommation brute";42,745208;Données Consolidées
2020/08/09;"Consommation brute";42,8455648125;Données Consolidées
2020/08/10;"Consommation brute";42,712328583333;Données Consolidées
2020/08/11;"Consommation brute";42,234918645833;Données Consolidées
2020/08/12;"Consommation brute";38,678749541667;Données Consolidées
2020/08/13;"Consommation brute";36,721758041667;Données Consolidées
2020/08/14;"Consommation brute";41,035440041667;Données Consolidées
2020/08/15;"Consommation brute";37,92567975;Données Consolidées
2020/08/16;"Consommation brute";41,863205229167;Données Consolidées
2020/08/17;"Consommation brute";41,3527715625;Données Consolidées
2020/08/18;"Consommation brute";41,3765908125;Données Consolidées
2020/08/19;"Consommation brute";;Données Consolidées
2020/08/20;"Consommation brute";36,1916943125;Données Consolidées
2020/08/21;"Consommation brute";40,969494125;Données Consolidées
2020/08/22;"Consommation brute";42,254895770833;Données Consolidées
2020/08/23;"Consommation brute";42,769907666667;Données Consolidées
2020/08/24;"Consommation brute";43,15448975;Données Consolidées
2020/08/25;"Consommation brute";42,738325083333;Données Consolidées
2020/08/26;"Consommation brute";39,100977041667;Données Consolidées
2020/08/27;"Consommation brute";37,127415458333;Données Consolidées
2020/08/28;"Consommation brute";43,057279083333;Données Consolidées
2020/08/29;"Consommation brute";44,8333365;Données Consolidées
2020/08/30;"Consommation brute";44,950380416667;Données Consolidées
2020/08/31;"Consommation brute";45,140637583333;Données Consolidées
2020/09/01;"Consommation brute";44,321408770833;Données Consolidées
2020/09/02;"Consommation brute";39,780844625;Données Consolidées
2020/09/03;"Consommation brute";37,9894785;Données Consolidées
2020/09/04;"Consommation brute";44,221171208333;Données Consolidées
2020/09/05;"Consommation brute";45,564647270833;Données Consolidées
2020/09/06;"Consommation brute";45,604919979167;Données Consolidées
2020/09/07;"Consommation brute";45,820877833333;Données Consolidées
2020/09/08;"Consommation brute";45,092968229167;Données Consolidées
2020/09/09;"Consommation brute";39,69347075;Données Consolidées
2020/09/10;"Consommation brute";38,023783458333;Données Consolidées
2020/09/11;"Consommation brute";44,478685458333;Données Consolidées
2020/09/12;"Consommation brute";45,781832;Données Consolidées
2020/09/13;"Consommation brute";45,65784525;Données Consolidées
2020/09/14;"Consommation brute";45,5067044375;Données Consolidées
2020/09/15;"Consommation brute";44,973693208333;Données Consolidées
2020/09/16;"Consommation brute";40,160161208333;Données Consolidées
2020/09/17;"Consommation brute";37,997771958333;Données Consolidées
2020/09/18;"Consommation brute";44,266600833333;Données Consolidées
2020/09/19;"Consommation brute";45,0230775625;Données Consolidées
2020/09/20;"Consommation brute";45,412497229167;Données Consolidées
2020/09/21;"Consommation brute";45,042769458333;Données Consolidées
2020/09/22;"Consommation brute";44,693623625;Données Consolidées
2020/09/23;"Consommation brute";39,770301833333;Données Consolidées
2020/09/24;"Consommation brute";37,604688875;Données Consolidées
2020/09/25;"Consommation brute";44,186176875;Données Consolidées
2020/09/26;"Consommation brute";45,419938708333;Données Consolidées
2020/09/27;"Consommation brute";45,719390645833;Données Consolidées
2020/09/28;"Consommation brute";46,227063041667;Données Consolidées
2020/09/29;"Consommation brute";46,131955416667;Données Consolidées
2020/09/30;"Consommation brute";41,4432986875;Données Consolidées
2020/10/01;"Consommation brute";40,135982479167;Données Consolidées
2020/10/02;"Consommation brute";47,869057104167;Données Consolidées
2020/10/03;"Consommation brute";49,289854770833;Données Consolidées
2020/10/04;"Consommation brute";49,0367270625;Données Consolidées
2020/10/05;"Consommation brute";48,903748666667;Données Consolidées
2020/10/06;"Consommation brute";49,039844395833;Données Consolidées
2020/10/07;"Consommation brute";43,659975354167;Données Consolidées
2020/10/08;"Consommation brute";41,856798604167;Données Consolidées
2020/10/09;"Consommation brute";49,4191251875;Données Consolidées
2020/10/10;"Consommation brute";51,020215208333;Données Consolidées
2020/10/11;"Consommation brute";51,026029354167;Données Consolidées
2020/10/12;"Consommation brute";51,087314354167;Données Consolidées
2020/10/13;"Consommation brute";50,131813895833;Données Consolidées
2020/10/14;"Consommation brute";44,9736633125;Données Consolidées
2020/10/15;"Consommation brute";42,759712479167;Données Consolidées
2020/10/16;"Consommation brute";49,517534208333;Données Consolidées
2020/10/17;"Consommation brute";50,820520666667;Données Consolidées
2020/10/18;"Consommation brute";51,11497275;Données Consolidées
2020/10/19;"Consommation brute";51,683204333333;Données Consolidées
2020/10/20;"Consommation brute";51,387568125;Données Consolidées
2020/10/21;"Consommation brute";46,370962979167;Données Consolidées
2020/10/22;"Consommation brute";44,580780875;Données Consolidées
2020/10/23;"Consommation brute";51,0764069375;Données Consolidées
2020/10/24;"Consommation brute";53,43105225;Données Consolidées
2020/10/25;"Consommation brute";54,585234395833;Données Consolidées
2020/10/26;"Consommation brute";54,552255020833;Données Consolidées
2020/10/27;"Consommation brute";54,0348038125;Données Consolidées
2020/10/28;"Consommation brute";49,399597458333;Données Consolidées
2020/10/29;"Consommation brute";47,44022648;Données Consolidées
2020/10/30;"Consommation brute";54,533102;Données Consolidées
2020/10/31;"Consommation brute";56,036985395833;Données Consolidées
2020/11/01;"Consommation brute";50,531891375;Données Consolidées
2020/11/02;"Consommation brute";56,803298375;Données Consolidées
2020/11/03;"Consommation brute";56,195753666667;Données Consolidées
2020/11/04;"Consommation brute";51,303973375;Données Consolidées
2020/11/05;"Consommation brute";;Données Consolidées
2020/11/06;"Consommation brute";56,866024666667;Données Consolidées
2020/11/07;"Consommation brute";58,199176958333;Données Consolidées
2020/11/08;"Consommation brute";58,304660854167;Données Consolidées
2020/11/09;"Consommation brute";58,334635520833;Données Consolidées
2020/11/10;"Consommation brute";57,744775;Données Consolidées
2020/11/11;"Consommation brute";54,0479619375;Données Consolidées
2020/11/12;"Consommation brute";52,179880604167;Données Consolidées
2020/11/13;"Consommation brute";58,265019520833;Données Consolidées
2020/11/14;"Consommation brute";58,9544096875;Données Consolidées
2020/11/15;"Consommation brute";;Données Consolidées
2020/11/16;"Consommation brute";59,394824458333;Données Consolidées
2020/11/17;"Consommation brute";59,7875405625;Données Consolidées
2020/11/18;"Consommation brute";55,793511520833;Données Consolidées
2020/11/19;"Consommation brute";55,466719145833;Données Consolidées
2020/11/20;"Consommation brute";61,7911399375;Données Consolidées
2020/11/21;"Consommation brute";62,871759083333;Données Consolidées
2020/11/22;"Consommation brute";63,1882385;Données Consolidées
2020/11/23;"Consommation brute";63,340597791667;Données Consolidées
2020/11/24;"Consommation brute";63,096879375;Données Consolidées
2020/11/25;"Consommation brute";57,691632;Données Consolidées
2020/11/26;"Consommation brute";55,848420833333;Données Consolidées
2020/11/27;"Consommation brute";62,961586604167;Données Consolidées
2020/11/28;"Consommation brute";64,220800479167;Données Consolidées
2020/11/29;"Consommation brute";64,950834875;Données Consolidées
2020/11/30;"Consommation brute";65,1519000625;Données Consolidées
2020/12/01;"Consommation brute";64,948085583333;Données Consolidées
2020/12/02;"Consommation brute";60,297093770833;Données Consolidées
2020/12/03;"Consommation brute";58,284367041667;Données Consolidées
2020/12/04;"Consommation brute";65,384181229167;Données Consolidées
2020/12/05;"Consommation brute";67,298232166667;Données Consolidées
2020/12/06;"Consommation brute";67,787326875;Données Consolidées
2020/12/07;"Consommation brute";67,721672333333;Données Consolidées
2020/12/08;"Consommation brute";67,469606291667;Données Consolidées
2020/12/09;"Consommation brute";62,349641854167;Données Consolidées
2020/12/10;"Consommation brute";60,56947325;Données Consolidées
2020/12/11;"Consommation brute";68,378465666667;Données Consolidées
2020/12/12;"Consommation brute";69,574175729167;Données Consolidées
2020/12/13;"Consommation brute";70,098152895833;Données Consolidées
2020/12/14;"Consommation brute";69,810467625;Données Consolidées
2020/12/15;"Consommation brute";69,299045625;Données Consolidées
2020/12/16;"Consommation brute";64,059064666667;Données Consolidées
2020/12/17;"Consommation brute";62,988932083333;Données Consolidées
2020/12/18;"Consommation brute";69,728136666667;Données Consolidées
2020/12/19;"Consommation brute";70,967712270833;Données Consolidées
2020/12/20;"Consommation brute";71,008691875;Données Consolidées
2020/12/21;"Consommation brute";71,146076479167;Données Consolidées
2020/12/22;"Consommation brute";70,561751416667;Données Consolidées
2020/12/23;"Consommation brute";65,233909395833;Données Consolidées
2020/12/24;"Consommation brute";63,763175854167;Données Consolidées
2020/12/25;"Consommation brute";62,281058791667;Données Consolidées
2020/12/26;"Consommation brute";69,846298083333;Données Consolidées
2020/12/27;"Consommation brute";69,729523520833;Données Consolidées
2020/12/28;"Consommation brute";67,1889765625;Données Consolidées
2020/12/29;"Consommation brute";;Données Consolidées
2020/12/30;"Consommation brute";63,791495645833;Données Consolidées
2020/12/31;"Consommation brute";63,338032395833;Données Consolidées
2020/01/01;"Consommation brute";64,321083770833;Données Consolidées
2020/01/02;"Consommation brute";70,002442895833;Données Consolidées
2020/01/03;"Consommation brute";68,626737333333;Données Consolidées
2020/01/04;"Consommation brute";65,644719479167;Données Consolidées
2020/01/05;"Consommation brute";63,841221583333;Données Consolidées
2020/01/06;"Consommation brute";64,826982416667;Données Consolidées
2020/01/07;"Consommation brute";62,172134145833;Données Consolidées
2020/01/08;"Consommation brute";61,3868276875;Données Consolidées
2020/01/09;"Consommation brute";70,002442895833;Données Consolidées
2020/01/10;"Consommation brute";68,626737333333;Données Consolidées
2020/01/11;"Consommation brute";65,644719479167;Données Consolidées
2020/01/12;"Consommation brute";63,841221583333;Données Consolidées
2020/01/13;"Consommation brute";64,826982416667;Données Consolidées
2020/01/14;"Consommation brute";62,172134145833;Données Consolidées
2020/01/15;"Consommation brute";61,3868276875;Données Consolidées
2020/01/16;"Consommation brute";67,903210625;Données Consolidées
2020/01/17;"Consommation brute";67,393919291667;Données Consolidées
2020/01/18;"Consommation brute";65,92222375;Données Consolidées
2020/01/19;"Consommation brute";64,883250645833;Données Consolidées
2020/01/20;"Consommation brute";64,828881416667;Données Consolidées
2020/01/21;"Consommation brute";62,990300166667;Données Consolidées
2020/01/22;"Consommation brute";63,981761458333;Données Consolidées
2020/01/23;"Consommation brute";73,5312084375;Données Consolidées
2020/01/24;"Consommation brute";75,284895875;Données Consolidées
2020/01/25;"Consommation brute";76,0144796875;Données Consolidées
2020/01/26;"Consommation brute";75,6117760625;Données Consolidées
2020/01/27;"Consommation brute";73,741424708333;Données Consolidées
2020/01/28;"Consommation brute";66,833336958333;Données Consolidées
2020/01/29;"Consommation brute";61,893527979167;Données Consolidées
2020/01/30;"Consommation brute";68,286781;Données Consolidées
2020/01/31;"Consommation brute";69,302571854167;Données Consolidées
2020/02/01;"Consommation brute";68,489774416667;Données Consolidées
2020/02/02;"Consommation brute";67,529288395833;Données Consolidées
2020/02/03;"Consommation brute";61,905325875;Données Consolidées
2020/02/04;"Consommation brute";55,666786229167;Données Consolidées
2020/02/05;"Consommation brute";52,6636630625;Données Consolidées
2020/02/06;"Consommation brute";58,396653166667;Données Consolidées
2020/02/07;"Consommation brute";63,521668604167;Données Consolidées
2020/02/08;"Consommation brute";66,275792375;Données Consolidées
2020/02/09;"Consommation brute";68,689131520833;Données Consolidées
2020/02/10;"Consommation brute";68,248994916667;Données Consolidées
2020/02/11;"Consommation brute";60,191082916667;Données Consolidées
2020/02/12;"Consommation brute";57,072141270833;Données Consolidées
2020/02/13;"Consommation brute";61,7588908125;Données Consolidées
2020/02/14;"Consommation brute";64,822572583333;Données Consolidées
2020/02/15;"Consommation brute";66,520465541667;Données Consolidées
2020/02/16;"Consommation brute";67,226506625;Données Consolidées
2020/02/17;"Consommation brute";63,451995291667;Données Consolidées
2020/02/18;"Consommation brute";57,4902135;Données Consolidées
2020/02/19;"Consommation brute";52,837051270833;Données Consolidées
2020/02/20;"Consommation brute";60,7801169375;Données Consolidées
2020/02/21;"Consommation brute";64,210720833333;Données Consolidées
2020/02/22;"Consommation brute";64,842077083333;Données Consolidées
2020/02/23;"Consommation brute";64,021771395833;Données Consolidées
2020/02/24;"Consommation brute";64,3613088125;Données Consolidées
2020/02/25;"Consommation brute";58,592949541667;Données Consolidées
2020/02/26;"Consommation brute";53,8330081875;Données Consolidées
2020/02/27;"Consommation brute";59,064825645833;Données Consolidées
2020/02/28;"Consommation brute";61,533030833333;Données Consolidées
2020/02/29;"Consommation brute";;Données provisoires
2020/03/01;"Consommation brute";66,668791854167;Données Consolidées
2020/03/02;"Consommation brute";68,5966008125;Données Consolidées
2020/03/03;"Consommation brute";67,143664645833;Données Consolidées
2020/03/04;"Consommation brute";58,681928083333;Données Consolidées
2020/03/05;"Consommation brute";57,2536570625;Données Consolidées
2020/03/06;"Consommation brute";65,535262;Données Consolidées
2020/03/07;"Consommation brute";68,435807729167;Données Consolidées
2020/03/08;"Consommation brute";68,239477416667;Données Consolidées
2020/03/09;"Consommation brute";65,979236479167;Données Consolidées
2020/03/10;"Consommation brute";66,633361875;Données Consolidées
2020/03/11;"Consommation brute";60,79150125;Données Consolidées
2020/03/12;"Consommation brute";56,8432346875;Données Consolidées
2020/03/13;"Consommation brute";63,451812708333;Données Consolidées
2020/03/14;"Consommation brute";63,45999675;Données Consolidées
2020/03/15;"Consommation brute";58,828028020833;Données Consolidées
2020/03/16;"Consommation brute";58,577398854167;Données Consolidées
2020/03/17;"Consommation brute";59,625866;Données Consolidées
2020/03/18;"Consommation brute";55,194575541667;Données Consolidées
2020/03/19;"Consommation brute";50,965619458333;Données Consolidées
2020/03/20;"Consommation brute";56,364892708333;Données Consolidées
2020/03/21;"Consommation brute";54,08865675;Données Consolidées
2020/03/22;"Consommation brute";50,195091625;Données Consolidées
2020/03/23;"Consommation brute";47,787176645833;Données Consolidées
2020/03/24;"Consommation brute";46,5792549375;Données Consolidées
2020/03/25;"Consommation brute";46,12786775;Données Consolidées
2020/03/26;"Consommation brute";46,620475270833;Données Consolidées
2020/03/27;"Consommation brute";50,116555083333;Données Consolidées
2020/03/28;"Consommation brute";51,273803645833;Données Consolidées
2020/03/29;"Consommation brute";52,247276125;Données Consolidées
2020/03/30;"Consommation brute";53,071253125;Données Consolidées
2020/03/31;"Consommation brute";52,067132354167;Données Consolidées
2020/04/01;"Consommation brute";47,426827770833;Données Consolidées
2020/04/02;"Consommation brute";48,522258586957;Données Consolidées
2020/04/03;"Consommation brute";55,607870583333;Données Consolidées
2020/04/04;"Consommation brute";54,463112625;Données Consolidées
2020/04/05;"Consommation brute";52,792652625;Données Consolidées
2020/04/06;"Consommation brute";52,344749708333;Données Consolidées
2020/04/07;"Consommation brute";50,634046125;Données Consolidées
2020/04/08;"Consommation brute";46,1227563125;Données Consolidées
2020/04/09;"Consommation brute";42,036867958333;Données Consolidées
2020/04/10;"Consommation brute";38,15112425;Données Consolidées
2020/04/11;"Consommation brute";44,614016375;Données Consolidées
2020/04/12;"Consommation brute";43,243427333333;Données Consolidées
2020/04/13;"Consommation brute";42,287555229167;Données Consolidées
2020/04/14;"Consommation brute";41,070550791667;Données Consolidées
2020/04/15;"Consommation brute";38,394269;Données Consolidées
