Date;Filière;Valeur
2014/01/01;"Température réalisée (°C)";8,17
2014/01/02;"Température réalisée (°C)";9,63
2014/01/03;"Température réalisée (°C)";9,88
2014/01/04;"Température réalisée (°C)";8,95
2014/01/05;"Température réalisée (°C)";7,21
2014/01/06;"Température réalisée (°C)";10,19
2014/01/07;"Température réalisée (°C)";10,75
2014/01/08;"Température réalisée (°C)";10,52
2014/01/09;"Température réalisée (°C)";9,88
2014/01/10;"Température réalisée (°C)";6,9
2014/01/11;"Température réalisée (°C)";7,43
2014/01/12;"Température réalisée (°C)";6,56
2014/01/13;"Température réalisée (°C)";7,66
2014/01/14;"Température réalisée (°C)";5,66
2014/01/15;"Température réalisée (°C)";6,23
2014/01/16;"Température réalisée (°C)";8,15
2014/01/17;"Température réalisée (°C)";7,66
2014/01/18;"Température réalisée (°C)";7,12
2014/01/19;"Température réalisée (°C)";6,66
2014/01/20;"Température réalisée (°C)";5,39
2014/01/21;"Température réalisée (°C)";4,39
2014/01/22;"Température réalisée (°C)";4,26
2014/01/23;"Température réalisée (°C)";6,19
2014/01/24;"Température réalisée (°C)";6,23
2014/01/25;"Température réalisée (°C)";6,21
2014/01/26;"Température réalisée (°C)";7,84
2014/01/27;"Température réalisée (°C)";5,62
2014/01/28;"Température réalisée (°C)";4,8
2014/01/29;"Température réalisée (°C)";4,58
2014/01/30;"Température réalisée (°C)";4,84
2014/01/31;"Température réalisée (°C)";4,61
2014/02/01;"Température réalisée (°C)";6,28
2014/02/02;"Température réalisée (°C)";5,11
2014/02/03;"Température réalisée (°C)";4,78
2014/02/04;"Température réalisée (°C)";6,45
2014/02/05;"Température réalisée (°C)";7,38
2014/02/06;"Température réalisée (°C)";8,07
2014/02/07;"Température réalisée (°C)";9,09
2014/02/08;"Température réalisée (°C)";7,1
2014/02/09;"Température réalisée (°C)";6,42
2014/02/10;"Température réalisée (°C)";6,58
2014/02/11;"Température réalisée (°C)";5,89
2014/02/12;"Température réalisée (°C)";6,6
2014/02/13;"Température réalisée (°C)";7,24
2014/02/14;"Température réalisée (°C)";8,3
2014/02/15;"Température réalisée (°C)";9,55
2014/02/16;"Température réalisée (°C)";7,34
2014/02/17;"Température réalisée (°C)";6,96
2014/02/18;"Température réalisée (°C)";7,5
2014/02/19;"Température réalisée (°C)";8,8
2014/02/20;"Température réalisée (°C)";9,52
2014/02/21;"Température réalisée (°C)";7,46
2014/02/22;"Température réalisée (°C)";7,12
2014/02/23;"Température réalisée (°C)";8,35
2014/02/24;"Température réalisée (°C)";9,27
2014/02/25;"Température réalisée (°C)";8,64
2014/02/26;"Température réalisée (°C)";6,75
2014/02/27;"Température réalisée (°C)";6,47
2014/02/28;"Température réalisée (°C)";6,24
2014/03/01;"Température réalisée (°C)";5,83
2014/03/02;"Température réalisée (°C)";5,95
2014/03/03;"Température réalisée (°C)";6,25
2014/03/04;"Température réalisée (°C)";6,81
2014/03/05;"Température réalisée (°C)";7,59
2014/03/06;"Température réalisée (°C)";8,03
2014/03/07;"Température réalisée (°C)";8,43
2014/03/08;"Température réalisée (°C)";10,39
2014/03/09;"Température réalisée (°C)";11,83
2014/03/10;"Température réalisée (°C)";10,98
2014/03/11;"Température réalisée (°C)";10,09
2014/03/12;"Température réalisée (°C)";10,34
2014/03/13;"Température réalisée (°C)";10,31
2014/03/14;"Température réalisée (°C)";10,62
2014/03/15;"Température réalisée (°C)";9,99
2014/03/16;"Température réalisée (°C)";11,28
2014/03/17;"Température réalisée (°C)";10,43
2014/03/18;"Température réalisée (°C)";10,46
2014/03/19;"Température réalisée (°C)";11,27
2014/03/20;"Température réalisée (°C)";12,05
2014/03/21;"Température réalisée (°C)";11,46
2014/03/22;"Température réalisée (°C)";8,91
2014/03/23;"Température réalisée (°C)";6,45
2014/03/24;"Température réalisée (°C)";6,45
2014/03/25;"Température réalisée (°C)";6,92
2014/03/26;"Température réalisée (°C)";7,1
2014/03/27;"Température réalisée (°C)";6,77
2014/03/28;"Température réalisée (°C)";9,31
2014/03/29;"Température réalisée (°C)";12,47
2014/03/30;"Température réalisée (°C)";13,4
2014/03/31;"Température réalisée (°C)";13,07
2014/11/01;"Température réalisée (°C)";14,31
2014/11/02;"Température réalisée (°C)";14,1
2014/11/03;"Température réalisée (°C)";13,2
2014/11/04;"Température réalisée (°C)";10,66
2014/11/05;"Température réalisée (°C)";8,47
2014/11/06;"Température réalisée (°C)";7,99
2014/11/07;"Température réalisée (°C)";9,7
2014/11/08;"Température réalisée (°C)";10,28
2014/11/09;"Température réalisée (°C)";9,93
2014/11/10;"Température réalisée (°C)";9,33
2014/11/11;"Température réalisée (°C)";10,81
2014/11/12;"Température réalisée (°C)";10,86
2014/11/13;"Température réalisée (°C)";10,43
2014/11/14;"Température réalisée (°C)";10,94
2014/11/15;"Température réalisée (°C)";10,38
2014/11/16;"Température réalisée (°C)";9,24
2014/11/17;"Température réalisée (°C)";8,76
2014/11/18;"Température réalisée (°C)";8,87
2014/11/19;"Température réalisée (°C)";7,94
2014/11/20;"Température réalisée (°C)";8,87
2014/11/21;"Température réalisée (°C)";10,34
2014/11/22;"Température réalisée (°C)";11,9
2014/11/23;"Température réalisée (°C)";12,81
2014/11/24;"Température réalisée (°C)";11,77
2014/11/25;"Température réalisée (°C)";11,02
2014/11/26;"Température réalisée (°C)";11,19
2014/11/27;"Température réalisée (°C)";10,57
2014/11/28;"Température réalisée (°C)";12,49
2014/11/29;"Température réalisée (°C)";10,82
2014/11/30;"Température réalisée (°C)";8,27
2014/12/01;"Température réalisée (°C)";6,35
2014/12/02;"Température réalisée (°C)";5,2
2014/12/03;"Température réalisée (°C)";4,57
2014/12/04;"Température réalisée (°C)";4,59
2014/12/05;"Température réalisée (°C)";5,41
2014/12/06;"Température réalisée (°C)";5,1
2014/12/07;"Température réalisée (°C)";4,96
2014/12/08;"Température réalisée (°C)";5,61
2014/12/09;"Température réalisée (°C)";4,28
2014/12/10;"Température réalisée (°C)";6,29
2014/12/11;"Température réalisée (°C)";7,97
2014/12/12;"Température réalisée (°C)";8,3
2014/12/13;"Température réalisée (°C)";7,3
2014/12/14;"Température réalisée (°C)";5,67
2014/12/15;"Température réalisée (°C)";6,76
2014/12/16;"Température réalisée (°C)";7,79
2014/12/17;"Température réalisée (°C)";8,82
2014/12/18;"Température réalisée (°C)";11,39
2014/12/19;"Température réalisée (°C)";10,59
2014/12/20;"Température réalisée (°C)";8,61
2014/12/21;"Température réalisée (°C)";7,28
2014/12/22;"Température réalisée (°C)";7,12
2014/12/23;"Température réalisée (°C)";6,32
2014/12/24;"Température réalisée (°C)";7,38
2014/12/25;"Température réalisée (°C)";6,82
2014/12/26;"Température réalisée (°C)";4,67
2014/12/27;"Température réalisée (°C)";5,53
2014/12/28;"Température réalisée (°C)";1,37
2014/12/29;"Température réalisée (°C)";-0,49
2014/12/30;"Température réalisée (°C)";1,56
2014/12/31;"Température réalisée (°C)";1,84
2015/01/01;"Température réalisée (°C)";1,46
2015/01/02;"Température réalisée (°C)";4,66
2015/01/03;"Température réalisée (°C)";7,84
2015/01/04;"Température réalisée (°C)";7,57
2015/01/05;"Température réalisée (°C)";3,14
2015/01/06;"Température réalisée (°C)";2,86
2015/01/07;"Température réalisée (°C)";4,32
2015/01/08;"Température réalisée (°C)";7,78
2015/01/09;"Température réalisée (°C)";10,24
2015/01/10;"Température réalisée (°C)";11,63
2015/01/11;"Température réalisée (°C)";7,39
2015/01/12;"Température réalisée (°C)";6,67
2015/01/13;"Température réalisée (°C)";8,5
2015/01/14;"Température réalisée (°C)";7,73
2015/01/15;"Température réalisée (°C)";8,65
2015/01/16;"Température réalisée (°C)";6,92
2015/01/17;"Température réalisée (°C)";3,99
2015/01/18;"Température réalisée (°C)";2,85
2015/01/19;"Température réalisée (°C)";2,89
2015/01/20;"Température réalisée (°C)";1,89
2015/01/21;"Température réalisée (°C)";2,26
2015/01/22;"Température réalisée (°C)";2,01
2015/01/23;"Température réalisée (°C)";1,46
2015/01/24;"Température réalisée (°C)";2,81
2015/01/25;"Température réalisée (°C)";3,23
2015/01/26;"Température réalisée (°C)";5,12
2015/01/27;"Température réalisée (°C)";5,27
2015/01/28;"Température réalisée (°C)";6
2015/01/29;"Température réalisée (°C)";5,85
2015/01/30;"Température réalisée (°C)";3,88
2015/01/31;"Température réalisée (°C)";3,33
2015/02/01;"Température réalisée (°C)";3,17
2015/02/02;"Température réalisée (°C)";2,49
2015/02/03;"Température réalisée (°C)";0,82
2015/02/04;"Température réalisée (°C)";1,29
2015/02/05;"Température réalisée (°C)";1,03
2015/02/06;"Température réalisée (°C)";0,28
2015/02/07;"Température réalisée (°C)";1,35
2015/02/08;"Température réalisée (°C)";3,41
2015/02/09;"Température réalisée (°C)";2,78
2015/02/10;"Température réalisée (°C)";3,47
2015/02/11;"Température réalisée (°C)";3,79
2015/02/12;"Température réalisée (°C)";3,86
2015/02/13;"Température réalisée (°C)";6,78
2015/02/14;"Température réalisée (°C)";6,92
2015/02/15;"Température réalisée (°C)";5,96
2015/02/16;"Température réalisée (°C)";5,23
2015/02/17;"Température réalisée (°C)";5,79
2015/02/18;"Température réalisée (°C)";4,13
2015/02/19;"Température réalisée (°C)";4,26
2015/02/20;"Température réalisée (°C)";6,66
2015/02/21;"Température réalisée (°C)";4,81
2015/02/22;"Température réalisée (°C)";4,24
2015/02/23;"Température réalisée (°C)";6,72
2015/02/24;"Température réalisée (°C)";5,68
2015/02/25;"Température réalisée (°C)";6,74
2015/02/26;"Température réalisée (°C)";8,34
2015/02/27;"Température réalisée (°C)";6,08
2015/02/28;"Température réalisée (°C)";5,76
2015/03/01;"Température réalisée (°C)";9,6
2015/03/02;"Température réalisée (°C)";9,48
2015/03/03;"Température réalisée (°C)";7,87
2015/03/04;"Température réalisée (°C)";5,98
2015/03/05;"Température réalisée (°C)";5,75
2015/03/06;"Température réalisée (°C)";6,24
2015/03/07;"Température réalisée (°C)";7,75
2015/03/08;"Température réalisée (°C)";8,94
2015/03/09;"Température réalisée (°C)";9,13
2015/03/10;"Température réalisée (°C)";9,5
2015/03/11;"Température réalisée (°C)";10,37
2015/03/12;"Température réalisée (°C)";9,14
2015/03/13;"Température réalisée (°C)";7,67
2015/03/14;"Température réalisée (°C)";6,44
2015/03/15;"Température réalisée (°C)";6,21
2015/03/16;"Température réalisée (°C)";7,74
2015/03/17;"Température réalisée (°C)";9,81
2015/03/18;"Température réalisée (°C)";10,69
2015/03/19;"Température réalisée (°C)";8,65
2015/03/20;"Température réalisée (°C)";8,51
2015/03/21;"Température réalisée (°C)";7,83
2015/03/22;"Température réalisée (°C)";7,27
2015/03/23;"Température réalisée (°C)";7,9
2015/03/24;"Température réalisée (°C)";7,7
2015/03/25;"Température réalisée (°C)";6,21
2015/03/26;"Température réalisée (°C)";6,89
2015/03/27;"Température réalisée (°C)";8,93
2015/03/28;"Température réalisée (°C)";10,7
2015/03/29;"Température réalisée (°C)";11,64
2015/03/30;"Température réalisée (°C)";12,06
2015/03/31;"Température réalisée (°C)";12,33
2015/11/01;"Température réalisée (°C)";12,33
2015/11/02;"Température réalisée (°C)";11,11
2015/11/03;"Température réalisée (°C)";12,84
2015/11/04;"Température réalisée (°C)";13,78
2015/11/05;"Température réalisée (°C)";13,87
2015/11/06;"Température réalisée (°C)";15,45
2015/11/07;"Température réalisée (°C)";15,98
2015/11/08;"Température réalisée (°C)";15,08
2015/11/09;"Température réalisée (°C)";14,47
2015/11/10;"Température réalisée (°C)";12,44
2015/11/11;"Température réalisée (°C)";11,55
2015/11/12;"Température réalisée (°C)";11,38
2015/11/13;"Température réalisée (°C)";11,59
2015/11/14;"Température réalisée (°C)";10,31
2015/11/15;"Température réalisée (°C)";12,08
2015/11/16;"Température réalisée (°C)";11,82
2015/11/17;"Température réalisée (°C)";13,51
2015/11/18;"Température réalisée (°C)";13,9
2015/11/19;"Température réalisée (°C)";14,01
2015/11/20;"Température réalisée (°C)";12,63
2015/11/21;"Température réalisée (°C)";6,77
2015/11/22;"Température réalisée (°C)";4,08
2015/11/23;"Température réalisée (°C)";3,06
2015/11/24;"Température réalisée (°C)";3,6
2015/11/25;"Température réalisée (°C)";7,76
2015/11/26;"Température réalisée (°C)";6,98
2015/11/27;"Température réalisée (°C)";4,75
2015/11/28;"Température réalisée (°C)";6,43
2015/11/29;"Température réalisée (°C)";9,59
2015/11/30;"Température réalisée (°C)";10,54
2015/12/01;"Température réalisée (°C)";10,44
2015/12/02;"Température réalisée (°C)";8,34
2015/12/03;"Température réalisée (°C)";7,48
2015/12/04;"Température réalisée (°C)";8,8
2015/12/05;"Température réalisée (°C)";6,87
2015/12/06;"Température réalisée (°C)";9,87
2015/12/07;"Température réalisée (°C)";10,41
2015/12/08;"Température réalisée (°C)";9,51
2015/12/09;"Température réalisée (°C)";7,61
2015/12/10;"Température réalisée (°C)";4,66
2015/12/11;"Température réalisée (°C)";6,71
2015/12/12;"Température réalisée (°C)";8,01
2015/12/13;"Température réalisée (°C)";6,21
2015/12/14;"Température réalisée (°C)";6,61
2015/12/15;"Température réalisée (°C)";9,51
2015/12/16;"Température réalisée (°C)";11,54
2015/12/17;"Température réalisée (°C)";11,66
2015/12/18;"Température réalisée (°C)";11,3
2015/12/19;"Température réalisée (°C)";11,14
2015/12/20;"Température réalisée (°C)";11,42
2015/12/21;"Température réalisée (°C)";10,76
2015/12/22;"Température réalisée (°C)";10,78
2015/12/23;"Température réalisée (°C)";10,34
2015/12/24;"Température réalisée (°C)";10,54
2015/12/25;"Température réalisée (°C)";10,55
2015/12/26;"Température réalisée (°C)";9,69
2015/12/27;"Température réalisée (°C)";9,04
2015/12/28;"Température réalisée (°C)";8,86
2015/12/29;"Température réalisée (°C)";9,06
2015/12/30;"Température réalisée (°C)";8,17
2015/12/31;"Température réalisée (°C)";8,71
2016/01/01;"Température réalisée (°C)";7,01
2016/01/02;"Température réalisée (°C)";8,72
2016/01/03;"Température réalisée (°C)";7,19
2016/01/04;"Température réalisée (°C)";7,79
2016/01/05;"Température réalisée (°C)";7,25
2016/01/06;"Température réalisée (°C)";7
2016/01/07;"Température réalisée (°C)";8,21
2016/01/08;"Température réalisée (°C)";7,23
2016/01/09;"Température réalisée (°C)";8,73
2016/01/10;"Température réalisée (°C)";7,67
2016/01/11;"Température réalisée (°C)";8,07
2016/01/12;"Température réalisée (°C)";6,9
2016/01/13;"Température réalisée (°C)";5,09
2016/01/14;"Température réalisée (°C)";4,63
2016/01/15;"Température réalisée (°C)";3,3
2016/01/16;"Température réalisée (°C)";2,56
2016/01/17;"Température réalisée (°C)";2,27
2016/01/18;"Température réalisée (°C)";0,84
2016/01/19;"Température réalisée (°C)";2,08
2016/01/20;"Température réalisée (°C)";1,89
2016/01/21;"Température réalisée (°C)";1,62
2016/01/22;"Température réalisée (°C)";4,07
2016/01/23;"Température réalisée (°C)";7,2
2016/01/24;"Température réalisée (°C)";7,6
2016/01/25;"Température réalisée (°C)";8,78
2016/01/26;"Température réalisée (°C)";9,24
2016/01/27;"Température réalisée (°C)";9,96
2016/01/28;"Température réalisée (°C)";8,78
2016/01/29;"Température réalisée (°C)";7,73
2016/01/30;"Température réalisée (°C)";8,22
2016/01/31;"Température réalisée (°C)";10,66
2016/02/01;"Température réalisée (°C)";11,84
2016/02/02;"Température réalisée (°C)";10,13
2016/02/03;"Température réalisée (°C)";7,07
2016/02/04;"Température réalisée (°C)";7
2016/02/05;"Température réalisée (°C)";8,95
2016/02/06;"Température réalisée (°C)";9,94
2016/02/07;"Température réalisée (°C)";8,49
2016/02/08;"Température réalisée (°C)";9,48
2016/02/09;"Température réalisée (°C)";8,01
2016/02/10;"Température réalisée (°C)";5,2
2016/02/11;"Température réalisée (°C)";4,77
2016/02/12;"Température réalisée (°C)";5,36
2016/02/13;"Température réalisée (°C)";7,71
2016/02/14;"Température réalisée (°C)";6,87
2016/02/15;"Température réalisée (°C)";4,34
2016/02/16;"Température réalisée (°C)";3,04
2016/02/17;"Température réalisée (°C)";1,96
2016/02/18;"Température réalisée (°C)";3,19
2016/02/19;"Température réalisée (°C)";4,84
2016/02/20;"Température réalisée (°C)";8,24
2016/02/21;"Température réalisée (°C)";10,72
2016/02/22;"Température réalisée (°C)";9,79
2016/02/23;"Température réalisée (°C)";8,1
2016/02/24;"Température réalisée (°C)";6,25
2016/02/25;"Température réalisée (°C)";5,55
2016/02/26;"Température réalisée (°C)";4,35
2016/02/27;"Température réalisée (°C)";4,98
2016/02/28;"Température réalisée (°C)";4,96
2016/02/29;"Température réalisée (°C)";4,67
2016/03/01;"Température réalisée (°C)";5,81
2016/03/02;"Température réalisée (°C)";8,05
2016/03/03;"Température réalisée (°C)";6,47
2016/03/04;"Température réalisée (°C)";6,57
2016/03/05;"Température réalisée (°C)";5,22
2016/03/06;"Température réalisée (°C)";4,55
2016/03/07;"Température réalisée (°C)";4
2016/03/08;"Température réalisée (°C)";4,36
2016/03/09;"Température réalisée (°C)";5,45
2016/03/10;"Température réalisée (°C)";6,43
2016/03/11;"Température réalisée (°C)";6,84
2016/03/12;"Température réalisée (°C)";6,69
2016/03/13;"Température réalisée (°C)";6,4
2016/03/14;"Température réalisée (°C)";6,82
2016/03/15;"Température réalisée (°C)";7,18
2016/03/16;"Température réalisée (°C)";6,12
2016/03/17;"Température réalisée (°C)";6,74
2016/03/18;"Température réalisée (°C)";6,9
2016/03/19;"Température réalisée (°C)";7,03
2016/03/20;"Température réalisée (°C)";7,19
2016/03/21;"Température réalisée (°C)";8,06
2016/03/22;"Température réalisée (°C)";8,52
2016/03/23;"Température réalisée (°C)";8,13
2016/03/24;"Température réalisée (°C)";8,43
2016/03/25;"Température réalisée (°C)";9,28
2016/03/26;"Température réalisée (°C)";11,24
2016/03/27;"Température réalisée (°C)";9,46
2016/03/28;"Température réalisée (°C)";10,22
2016/03/29;"Température réalisée (°C)";10,45
2016/03/30;"Température réalisée (°C)";11
2016/03/31;"Température réalisée (°C)";9,53
2016/11/01;"Température réalisée (°C)";10,74
2016/11/02;"Température réalisée (°C)";10,3
2016/11/03;"Température réalisée (°C)";7,72
2016/11/04;"Température réalisée (°C)";8,35
2016/11/05;"Température réalisée (°C)";9,88
2016/11/06;"Température réalisée (°C)";6,52
2016/11/07;"Température réalisée (°C)";4,88
2016/11/08;"Température réalisée (°C)";5,36
2016/11/09;"Température réalisée (°C)";7,21
2016/11/10;"Température réalisée (°C)";9,18
2016/11/11;"Température réalisée (°C)";8,14
2016/11/12;"Température réalisée (°C)";5,98
2016/11/13;"Température réalisée (°C)";8,41
2016/11/14;"Température réalisée (°C)";7,33
2016/11/15;"Température réalisée (°C)";8,59
2016/11/16;"Température réalisée (°C)";10,14
2016/11/17;"Température réalisée (°C)";10,91
2016/11/18;"Température réalisée (°C)";9,8
2016/11/19;"Température réalisée (°C)";8,01
2016/11/20;"Température réalisée (°C)";11,42
2016/11/21;"Température réalisée (°C)";12,88
2016/11/22;"Température réalisée (°C)";10,43
2016/11/23;"Température réalisée (°C)";10,88
2016/11/24;"Température réalisée (°C)";10,92
2016/11/25;"Température réalisée (°C)";9,03
2016/11/26;"Température réalisée (°C)";8,3
2016/11/27;"Température réalisée (°C)";7,48
2016/11/28;"Température réalisée (°C)";5,63
2016/11/29;"Température réalisée (°C)";2,87
2016/11/30;"Température réalisée (°C)";3,26
2016/12/01;"Température réalisée (°C)";2,94
2016/12/02;"Température réalisée (°C)";3,7
2016/12/03;"Température réalisée (°C)";4,19
2016/12/04;"Température réalisée (°C)";4,04
2016/12/05;"Température réalisée (°C)";6,07
2016/12/06;"Température réalisée (°C)";5,97
2016/12/07;"Température réalisée (°C)";5,66
2016/12/08;"Température réalisée (°C)";5,79
2016/12/09;"Température réalisée (°C)";6,15
2016/12/10;"Température réalisée (°C)";5,47
2016/12/11;"Température réalisée (°C)";6,37
2016/12/12;"Température réalisée (°C)";6,06
2016/12/13;"Température réalisée (°C)";6,42
2016/12/14;"Température réalisée (°C)";5,89
2016/12/15;"Température réalisée (°C)";5,7
2016/12/16;"Température réalisée (°C)";7,24
2016/12/17;"Température réalisée (°C)";4,95
2016/12/18;"Température réalisée (°C)";3,3
2016/12/19;"Température réalisée (°C)";3,7
2016/12/20;"Température réalisée (°C)";4,29
2016/12/21;"Température réalisée (°C)";4,78
2016/12/22;"Température réalisée (°C)";6,44
2016/12/23;"Température réalisée (°C)";6,32
2016/12/24;"Température réalisée (°C)";8,24
2016/12/25;"Température réalisée (°C)";8,96
2016/12/26;"Température réalisée (°C)";8,65
2016/12/27;"Température réalisée (°C)";4,78
2016/12/28;"Température réalisée (°C)";3,6
2016/12/29;"Température réalisée (°C)";1,5
2016/12/30;"Température réalisée (°C)";0,17
2016/12/31;"Température réalisée (°C)";-0,62
2017/01/01;"Température réalisée (°C)";0,41
2017/01/02;"Température réalisée (°C)";2,34
2017/01/03;"Température réalisée (°C)";1,22
2017/01/04;"Température réalisée (°C)";2,15
2017/01/05;"Température réalisée (°C)";2,83
2017/01/06;"Température réalisée (°C)";-0,73
2017/01/07;"Température réalisée (°C)";-0,57
2017/01/08;"Température réalisée (°C)";4,11
2017/01/09;"Température réalisée (°C)";4,98
2017/01/10;"Température réalisée (°C)";5,36
2017/01/11;"Température réalisée (°C)";6,58
2017/01/12;"Température réalisée (°C)";6,93
2017/01/13;"Température réalisée (°C)";4,09
2017/01/14;"Température réalisée (°C)";3,06
2017/01/15;"Température réalisée (°C)";2,8
2017/01/16;"Température réalisée (°C)";2,79
2017/01/17;"Température réalisée (°C)";-0,76
2017/01/18;"Température réalisée (°C)";-1,71
2017/01/19;"Température réalisée (°C)";-1,74
2017/01/20;"Température réalisée (°C)";-1,22
2017/01/21;"Température réalisée (°C)";-0,16
2017/01/22;"Température réalisée (°C)";0,78
2017/01/23;"Température réalisée (°C)";0,66
2017/01/24;"Température réalisée (°C)";0,01
2017/01/25;"Température réalisée (°C)";-0,76
2017/01/26;"Température réalisée (°C)";-0,17
2017/01/27;"Température réalisée (°C)";5,22
2017/01/28;"Température réalisée (°C)";6,84
2017/01/29;"Température réalisée (°C)";5,95
2017/01/30;"Température réalisée (°C)";8,46
2017/01/31;"Température réalisée (°C)";9,76
2017/02/01;"Température réalisée (°C)";9,57
2017/02/02;"Température réalisée (°C)";10,17
2017/02/03;"Température réalisée (°C)";8,14
2017/02/04;"Température réalisée (°C)";7,25
2017/02/05;"Température réalisée (°C)";6,92
2017/02/06;"Température réalisée (°C)";6,3
2017/02/07;"Température réalisée (°C)";7,38
2017/02/08;"Température réalisée (°C)";5,66
2017/02/09;"Température réalisée (°C)";3,94
2017/02/10;"Température réalisée (°C)";3,09
2017/02/11;"Température réalisée (°C)";2,8
2017/02/12;"Température réalisée (°C)";5,91
2017/02/13;"Température réalisée (°C)";9,37
2017/02/14;"Température réalisée (°C)";9,49
2017/02/15;"Température réalisée (°C)";10,37
2017/02/16;"Température réalisée (°C)";9,05
2017/02/17;"Température réalisée (°C)";7,86
2017/02/18;"Température réalisée (°C)";7,02
2017/02/19;"Température réalisée (°C)";6,69
2017/02/20;"Température réalisée (°C)";8,89
2017/02/21;"Température réalisée (°C)";10,35
2017/02/22;"Température réalisée (°C)";10,19
2017/02/23;"Température réalisée (°C)";9,42
2017/02/24;"Température réalisée (°C)";7,18
2017/02/25;"Température réalisée (°C)";5,94
2017/02/26;"Température réalisée (°C)";8,46
2017/02/27;"Température réalisée (°C)";9,34
2017/02/28;"Température réalisée (°C)";7,11
2017/03/01;"Température réalisée (°C)";8,3
2017/03/02;"Température réalisée (°C)";8,93
2017/03/03;"Température réalisée (°C)";10,23
2017/03/04;"Température réalisée (°C)";8,43
2017/03/05;"Température réalisée (°C)";7,34
2017/03/06;"Température réalisée (°C)";8,04
2017/03/07;"Température réalisée (°C)";7,71
2017/03/08;"Température réalisée (°C)";9,7
2017/03/09;"Température réalisée (°C)";11,98
2017/03/10;"Température réalisée (°C)";11,06
2017/03/11;"Température réalisée (°C)";11,24
2017/03/12;"Température réalisée (°C)";10,64
2017/03/13;"Température réalisée (°C)";10,55
2017/03/14;"Température réalisée (°C)";9,95
2017/03/15;"Température réalisée (°C)";10,91
2017/03/16;"Température réalisée (°C)";11,74
2017/03/17;"Température réalisée (°C)";10,63
2017/03/18;"Température réalisée (°C)";10,57
2017/03/19;"Température réalisée (°C)";11,94
2017/03/20;"Température réalisée (°C)";11,46
2017/03/21;"Température réalisée (°C)";9,69
2017/03/22;"Température réalisée (°C)";7,95
2017/03/23;"Température réalisée (°C)";8,7
2017/03/24;"Température réalisée (°C)";9,25
2017/03/25;"Température réalisée (°C)";11,02
2017/03/26;"Température réalisée (°C)";11,01
2017/03/27;"Température réalisée (°C)";12,15
2017/03/28;"Température réalisée (°C)";12,46
2017/03/29;"Température réalisée (°C)";13,62
2017/03/30;"Température réalisée (°C)";15,29
2017/03/31;"Température réalisée (°C)";14,03
2017/11/01;"Température réalisée (°C)";9,19
2017/11/02;"Température réalisée (°C)";11,72
2017/11/03;"Température réalisée (°C)";12,12
2017/11/04;"Température réalisée (°C)";12,98
2017/11/05;"Température réalisée (°C)";8,93
2017/11/06;"Température réalisée (°C)";6,55
2017/11/07;"Température réalisée (°C)";5,6
2017/11/08;"Température réalisée (°C)";6,27
2017/11/09;"Température réalisée (°C)";7,42
2017/11/10;"Température réalisée (°C)";9,13
2017/11/11;"Température réalisée (°C)";10,86
2017/11/12;"Température réalisée (°C)";10,4
2017/11/13;"Température réalisée (°C)";6,46
2017/11/14;"Température réalisée (°C)";5,64
2017/11/15;"Température réalisée (°C)";5,88
2017/11/16;"Température réalisée (°C)";5,98
2017/11/17;"Température réalisée (°C)";7,16
2017/11/18;"Température réalisée (°C)";6,41
2017/11/19;"Température réalisée (°C)";6,67
2017/11/20;"Température réalisée (°C)";7,07
2017/11/21;"Température réalisée (°C)";8,71
2017/11/22;"Température réalisée (°C)";10,17
2017/11/23;"Température réalisée (°C)";12,6
2017/11/24;"Température réalisée (°C)";10,85
2017/11/25;"Température réalisée (°C)";7,35
2017/11/26;"Température réalisée (°C)";4,56
2017/11/27;"Température réalisée (°C)";5,84
2017/11/28;"Température réalisée (°C)";5,8
2017/11/29;"Température réalisée (°C)";3,93
2017/11/30;"Température réalisée (°C)";3,09
2017/12/01;"Température réalisée (°C)";2,18
2017/12/02;"Température réalisée (°C)";1,17
2017/12/03;"Température réalisée (°C)";1,44
2017/12/04;"Température réalisée (°C)";4,9
2017/12/05;"Température réalisée (°C)";5,1
2017/12/06;"Température réalisée (°C)";4,14
2017/12/07;"Température réalisée (°C)";5,31
2017/12/08;"Température réalisée (°C)";5,32
2017/12/09;"Température réalisée (°C)";2,66
2017/12/10;"Température réalisée (°C)";5,97
2017/12/11;"Température réalisée (°C)";7,6
2017/12/12;"Température réalisée (°C)";3,97
2017/12/13;"Température réalisée (°C)";6,02
2017/12/14;"Température réalisée (°C)";7,46
2017/12/15;"Température réalisée (°C)";5,81
2017/12/16;"Température réalisée (°C)";4,28
2017/12/17;"Température réalisée (°C)";4,21
2017/12/18;"Température réalisée (°C)";5,79
2017/12/19;"Température réalisée (°C)";3,5
2017/12/20;"Température réalisée (°C)";5
2017/12/21;"Température réalisée (°C)";7,47
2017/12/22;"Température réalisée (°C)";8,27
2017/12/23;"Température réalisée (°C)";8,14
2017/12/24;"Température réalisée (°C)";6,88
2017/12/25;"Température réalisée (°C)";5,43
2017/12/26;"Température réalisée (°C)";6,95
2017/12/27;"Température réalisée (°C)";5,69
2017/12/28;"Température réalisée (°C)";3,03
2017/12/29;"Température réalisée (°C)";4,85
2017/12/30;"Température réalisée (°C)";11,1
2017/12/31;"Température réalisée (°C)";10,67
2018/01/01;"Température réalisée (°C)";8,32
2018/01/02;"Température réalisée (°C)";8,59
2018/01/03;"Température réalisée (°C)";10,95
